375,0.001503,1609.7,1699.9,3.7149
400,0.001633,1745.2,1843.2,3.9317
425,0.001816,1892.9,2001.8,4.163
450,0.002086,2055.1,2180.2,4.414
500,0.002952,2393.2,2570.3,4.9356
550,0.003955,2664.6,2901.9,5.3517
600,0.004833,2866.8,3156.8,5.6527
650,0.005591,3031.3,3366.8,5.8867
700,0.006265,3175.4,3551.3,6.0814
800,0.007456,3432.6,3880,6.4033
900,0.008519,3670.9,4182.1,6.6725
1000,0.009504,3902,4472.2,6.9099
1100,0.010439,4130.9,4757.3,7.1255
1200,0.011339,4360.5,5040.8,7.3248
1300,0.012213,4591.8,5324.5,7.5111
